"REF_DATE","GEO","DGUID","Products","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-08","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","13.61","","","","2"
"2019-09","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","13.51","","","","2"
"2019-10","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","13.18","","","","2"
"2019-11","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","14.40","","","","2"
"2019-12","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","14.07","","","","2"
"2020-01","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","14.38","","","","2"
"2020-02","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","14.49","","","","2"
"2020-03","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","15.35","","","","2"
"2020-04","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","14.74","","","","2"
"2020-05","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","17.73","","","","2"
"2020-06","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","19.68","","","","2"
"2020-07","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","17.39","","","","2"
"2020-08","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","16.31","","","","2"
"2020-09","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","15.49","","","","2"
"2020-10","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","14.59","","","","2"
"2020-11","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","15.42","","","","2"
"2020-12","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","14.23","","","","2"
"2021-01","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","15.22","","","","2"
"2021-02","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","15.14","","","","2"
"2021-03","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","14.72","","","","2"
"2021-04","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","15.05","","","","2"
"2021-05","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","15.47","","","","2"
"2021-06","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","16.37","","","","2"
"2021-07","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","15.92","","","","2"
"2021-08","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","16.24","","","","2"
"2021-09","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","16.26","","","","2"
"2021-10","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","16.85","","","","2"
"2021-11","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","18.05","","","","2"
"2021-12","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","18.38","","","","2"
"2022-01","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","17.75","","","","2"
"2022-02","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","16.70","","","","2"
"2022-03","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","18.00","","","","2"
"2022-04","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","19.21","","","","2"
"2022-05","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","19.28","","","","2"
"2022-06","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","18.69","","","","2"
"2022-07","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","18.57","","","","2"
"2022-08","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","18.48","","","","2"
"2022-09","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","16.75","","","","2"
"2022-10","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","17.13","","","","2"
"2022-11","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","19.80","","","","2"
"2022-12","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","19.90","","","","2"
"2023-01","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","18.04","","","","2"
"2023-02","British Columbia","2016A000259","Beef stewing cuts, per kilogram","Dollars","81","units","0","v1159447335","10.1","17.07","","","","2"
"2018-02","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","22.04","","","","2"
"2018-03","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","21.43","","","","2"
"2018-04","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","20.79","","","","2"
"2018-05","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","22.46","","","","2"
"2018-06","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","25.53","","","","2"
"2018-07","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","21.99","","","","2"
"2018-08","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","24.25","","","","2"
"2018-09","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","26.11","","","","2"
"2018-10","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","21.64","","","","2"
"2018-11","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","21.93","","","","2"
"2018-12","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","22.59","","","","2"
"2019-01","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","22.55","","","","2"
"2019-02","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","20.33","","","","2"
"2019-03","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","25.11","","","","2"
"2019-04","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","19.37","","","","2"
"2019-05","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","23.46","","","","2"
"2019-06","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","23.96","","","","2"
"2019-07","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","27.64","","","","2"
"2019-08","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","26.46","","","","2"
"2019-09","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","21.62","","","","2"
"2019-10","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","28.30","","","","2"
"2019-11","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","23.17","","","","2"
"2019-12","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","22.85","","","","2"
"2020-01","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","24.94","","","","2"
"2020-02","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","21.66","","","","2"
"2020-03","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","27.80","","","","2"
"2020-04","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","21.28","","","","2"
"2020-05","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","30.23","","","","2"
"2020-06","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","33.93","","","","2"
"2020-07","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","29.97","","","","2"
"2020-08","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","27.62","","","","2"
"2020-09","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","23.86","","","","2"
"2020-10","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","26.30","","","","2"
"2020-11","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","23.72","","","","2"
"2020-12","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","21.69","","","","2"
"2021-01","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","25.58","","","","2"
"2021-02","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","23.65","","","","2"
"2021-03","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","25.92","","","","2"
"2021-04","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","25.14","","","","2"
"2021-05","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","24.97","","","","2"
"2021-06","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","28.42","","","","2"
"2021-07","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","27.42","","","","2"
"2021-08","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","27.12","","","","2"
"2021-09","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","26.79","","","","2"
"2021-10","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","26.39","","","","2"
"2021-11","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","29.11","","","","2"
"2021-12","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","25.02","","","","2"
"2022-01","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","27.04","","","","2"
"2022-02","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","27.50","","","","2"
"2022-03","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","33.48","","","","2"
"2022-04","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","27.71","","","","2"
"2022-05","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","25.42","","","","2"
"2022-06","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","30.16","","","","2"
"2022-07","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","24.33","","","","2"
"2022-08","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","24.10","","","","2"
"2022-09","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","26.69","","","","2"
"2022-10","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","27.14","","","","2"
"2022-11","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","28.92","","","","2"
"2022-12","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","20.63","","","","2"
"2023-01","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","29.33","","","","2"
"2023-02","British Columbia","2016A000259","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447336","10.2","24.02","","","","2"
"2018-02","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","14.92","","","","2"
"2018-03","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","15.98","","","","2"
"2018-04","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","13.21","","","","2"
"2018-05","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","15.38","","","","2"
"2018-06","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","14.34","","","","2"
"2018-07","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","18.38","","","","2"
"2018-08","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","14.97","","","","2"
"2018-09","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","13.29","","","","2"
"2018-10","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","15.60","","","","2"
"2018-11","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","15.19","","","","2"
"2018-12","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","13.96","","","","2"
"2019-01","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","13.96","","","","2"
"2019-02","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","16.01","","","","2"
"2019-03","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","17.80","","","","2"
"2019-04","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","18.29","","","","2"
"2019-05","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","19.64","","","","2"
"2019-06","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","16.54","","","","2"
"2019-07","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","14.46","","","","2"
"2019-08","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","14.77","","","","2"
"2019-09","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","15.80","","","","2"
"2019-10","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","15.06","","","","2"
"2019-11","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","16.60","","","","2"
"2019-12","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","17.26","","","","2"
"2020-01","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","16.40","","","","2"
"2020-02","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","16.28","","","","2"
"2020-03","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","16.99","","","","2"
"2020-04","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","17.39","","","","2"
"2020-05","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","21.91","","","","2"
"2020-06","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","21.10","","","","2"
"2020-07","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","18.07","","","","2"
"2020-08","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","17.10","","","","2"
"2020-09","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","18.93","","","","2"
"2020-10","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","16.61","","","","2"
"2020-11","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","16.77","","","","2"
"2020-12","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","15.80","","","","2"
"2021-01","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","17.49","","","","2"
"2021-02","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","14.87","","","","2"
"2021-03","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","16.22","","","","2"
"2021-04","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","16.75","","","","2"
"2021-05","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","14.96","","","","2"
"2021-06","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","16.43","","","","2"
"2021-07","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","18.03","","","","2"
"2021-08","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","17.82","","","","2"
"2021-09","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","18.28","","","","2"
"2021-10","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","19.38","","","","2"
"2021-11","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","22.46","","","","2"
"2021-12","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","18.36","","","","2"
"2022-01","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","20.89","","","","2"
"2022-02","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","21.03","","","","2"
"2022-03","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","19.47","","","","2"
"2022-04","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","23.18","","","","2"
"2022-05","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","22.54","","","","2"
"2022-06","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","17.26","","","","2"
"2022-07","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","20.96","","","","2"
"2022-08","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","19.64","","","","2"
"2022-09","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","22.22","","","","2"
"2022-10","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","18.35","","","","2"
"2022-11","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","18.65","","","","2"
"2022-12","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","19.43","","","","2"
"2023-01","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","20.35","","","","2"
"2023-02","British Columbia","2016A000259","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447337","10.3","20.53","","","","2"
"2018-02","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","21.37","","","","2"
"2018-03","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","21.49","","","","2"
"2018-04","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","17.91","","","","2"
"2018-05","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","19.48","","","","2"
"2018-06","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","19.03","","","","2"
"2018-07","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","21.04","","","","2"
"2018-08","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","19.79","","","","2"
"2018-09","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","19.00","","","","2"
"2018-10","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","18.60","","","","2"
"2018-11","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","22.26","","","","2"
"2018-12","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","21.78","","","","2"
"2019-01","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","23.93","","","","2"
"2019-02","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","22.85","","","","2"
"2019-03","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","23.37","","","","2"
"2019-04","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","22.48","","","","2"
"2019-05","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","23.66","","","","2"
"2019-06","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","22.34","","","","2"
"2019-07","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","20.48","","","","2"
"2019-08","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","22.72","","","","2"
"2019-09","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","18.85","","","","2"
"2019-10","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","19.82","","","","2"
"2019-11","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","24.19","","","","2"
"2019-12","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","20.26","","","","2"
"2020-01","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","25.49","","","","2"
"2020-02","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","25.37","","","","2"
"2020-03","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","25.65","","","","2"
"2020-04","British Columbia","2016A000259","Beef rib cuts, per kilogram","Dollars","81","units","0","v1353834680","10.41","22.76","","","","2"
